repo,commenter,month,churn_add,churn_del,comment_count,commit_count,issue_count,pr_count,thread_comments_total,thread_participants_total,threads_participated,active_months,active,last_active_month,engagement_label
kubernetes/kubernetes,SergeyKanzhelev,2024/2/1,6,0,0,1,0,1,0,0,0,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/3/1,32,4,0,1,0,1,0,0,0,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/4/1,8,2,0,1,0,2,0,0,0,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/5/1,90,24,0,2,0,1,0,0,0,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/6/1,596,3,0,2,0,2,0,0,0,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/7/1,3413,1117,0,6,0,3,0,0,0,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/8/1,23,187,3,4,0,5,36,10,1,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/9/1,0,0,8,0,0,12,71,22,2,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/10/1,232,64,2,4,0,3,37,9,1,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2024/11/1,211,10,0,2,0,3,0,0,0,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2025/1/1,36,91,1,1,0,1,54,10,1,12,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,SergeyKanzhelev,2025/3/1,0,0,1,0,0,0,54,10,1,12,TRUE,2025/3/1,Engaged
huggingface/transformers,SeunghyunSEO,2024/4/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/12/1,Disengaged
pytorch/pytorch,SeunghyunSEO,2024/5/1,0,0,8,0,0,0,35,14,1,4,TRUE,2024/12/1,Disengaged
pytorch/pytorch,SeunghyunSEO,2024/8/1,0,0,2,0,0,0,35,14,1,4,TRUE,2024/12/1,Disengaged
huggingface/transformers,SeunghyunSEO,2024/12/1,0,0,0,0,1,0,0,0,0,4,TRUE,2024/12/1,Disengaged
huggingface/transformers,SeungyounShin,2024/8/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
huggingface/transformers,SeungyounShin,2025/2/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/4/1,Engaged
huggingface/transformers,SeungyounShin,2025/4/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
pytorch/pytorch,Shan19900305,2024/2/1,0,0,0,0,0,7,0,0,0,7,TRUE,2024/9/1,Disengaged
pytorch/pytorch,Shan19900305,2024/4/1,0,0,0,0,0,2,0,0,0,7,TRUE,2024/9/1,Disengaged
pytorch/pytorch,Shan19900305,2024/5/1,0,0,0,0,0,2,0,0,0,7,TRUE,2024/9/1,Disengaged
pytorch/pytorch,Shan19900305,2024/6/1,0,0,0,0,0,4,0,0,0,7,TRUE,2024/9/1,Disengaged
pytorch/pytorch,Shan19900305,2024/7/1,0,0,0,0,0,1,0,0,0,7,TRUE,2024/9/1,Disengaged
pytorch/pytorch,Shan19900305,2024/8/1,0,0,0,0,0,1,0,0,0,7,TRUE,2024/9/1,Disengaged
pytorch/pytorch,Shan19900305,2024/9/1,0,0,0,0,0,1,0,0,0,7,TRUE,2024/9/1,Disengaged
godotengine/godot,SheepYhangCN,2024/9/1,68,20,0,1,0,1,0,0,0,3,TRUE,2025/2/1,Disengaged
godotengine/godot,SheepYhangCN,2025/1/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/2/1,Disengaged
godotengine/godot,SheepYhangCN,2025/2/1,10,2,0,1,0,2,0,0,0,3,TRUE,2025/2/1,Disengaged
pytorch/pytorch,SherlockNoMad,2024/2/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/3/1,0,0,0,0,0,6,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/4/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/5/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/6/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/7/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/8/1,0,0,0,0,0,3,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/10/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/11/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2024/12/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2025/1/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,SherlockNoMad,2025/4/1,7,3,0,1,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
storybookjs/storybook,Shinigami92,2024/2/1,108,3,0,1,0,0,0,0,0,3,TRUE,2024/7/1,Disengaged
vitejs/vite,Shinigami92,2024/4/1,1,0,0,1,0,1,0,0,0,3,TRUE,2024/7/1,Disengaged
storybookjs/storybook,Shinigami92,2024/7/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/7/1,Disengaged
vitejs/vite,Shinigami92,2024/7/1,12,13,0,1,0,1,0,0,0,3,TRUE,2024/7/1,Disengaged
angular/angular,Shivam7-1,2024/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
angular/angular,Shivam7-1,2024/5/1,0,0,0,0,0,3,0,0,0,3,TRUE,2024/12/1,Disengaged
browser-use/browser-use,Shivam7-1,2024/12/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
apache/kafka,ShivsundarR,2024/6/1,77,15,0,1,0,1,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2024/7/1,0,0,0,0,0,1,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2024/8/1,1445,158,0,3,0,4,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2024/9/1,234,218,0,2,0,1,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2024/10/1,1911,72,0,3,0,3,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2024/11/1,1049,453,0,5,0,7,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2024/12/1,932,25,0,5,0,4,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2025/1/1,241,9,0,2,0,5,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2025/2/1,888,238,0,7,0,8,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2025/3/1,322,155,0,1,0,3,0,0,0,11,TRUE,2025/4/1,Engaged
apache/kafka,ShivsundarR,2025/4/1,679,451,0,6,0,5,0,0,0,11,TRUE,2025/4/1,Engaged
FreeTubeApp/FreeTube,Shugabush,2024/12/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/3/1,Engaged
FreeTubeApp/FreeTube,Shugabush,2025/2/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/3/1,Engaged
FreeTubeApp/FreeTube,Shugabush,2025/3/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/3/1,Engaged
hashicorp/vagrant,Shuna322,2024/4/1,0,0,1,0,0,0,5,2,1,3,TRUE,2024/10/1,Disengaged
hashicorp/vagrant,Shuna322,2024/9/1,0,0,1,0,0,0,77,52,1,3,TRUE,2024/10/1,Disengaged
hashicorp/vagrant,Shuna322,2024/10/1,0,0,1,0,0,0,77,52,1,3,TRUE,2024/10/1,Disengaged
pytest-dev/pytest,ShurikMen,2024/2/1,0,0,1,0,0,0,13,4,1,3,TRUE,2024/5/1,Disengaged
pytest-dev/pytest,ShurikMen,2024/3/1,0,0,3,0,0,2,18,7,2,3,TRUE,2024/5/1,Disengaged
pytest-dev/pytest,ShurikMen,2024/5/1,0,0,2,0,0,0,18,7,2,3,TRUE,2024/5/1,Disengaged
scikit-learn/scikit-learn,Shyanil,2025/1/1,0,0,0,0,0,4,0,0,0,4,TRUE,2025/4/1,Engaged
browser-use/browser-use,Shyanil,2025/2/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,Shyanil,2025/2/1,0,0,0,0,0,2,0,0,0,4,TRUE,2025/4/1,Engaged
browser-use/browser-use,Shyanil,2025/3/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
browser-use/browser-use,Shyanil,2025/4/1,0,0,0,0,0,2,0,0,0,4,TRUE,2025/4/1,Engaged
pandas-dev/pandas,Shyanil,2025/4/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
terraform-providers/terraform-provider-aws,Siddarthyuvaraj,2024/6/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
terraform-providers/terraform-provider-aws,Siddarthyuvaraj,2024/8/1,0,0,0,0,0,3,0,0,0,3,TRUE,2024/12/1,Disengaged
terraform-providers/terraform-provider-aws,Siddarthyuvaraj,2024/12/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
streamlit/streamlit,SiddhantSadangi,2024/5/1,0,0,2,0,0,0,8,4,1,3,TRUE,2024/12/1,Disengaged
streamlit/streamlit,SiddhantSadangi,2024/6/1,0,0,1,0,0,0,8,4,1,3,TRUE,2024/12/1,Disengaged
streamlit/streamlit,SiddhantSadangi,2024/12/1,9,7,0,1,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
storybookjs/storybook,Sidnioulz,2024/10/1,142,1,0,3,0,4,0,0,0,7,TRUE,2025/4/1,Engaged
storybookjs/storybook,Sidnioulz,2024/11/1,455,69,0,10,0,2,0,0,0,7,TRUE,2025/4/1,Engaged
storybookjs/storybook,Sidnioulz,2024/12/1,21,29,1,4,0,1,52,27,1,7,TRUE,2025/4/1,Engaged
storybookjs/storybook,Sidnioulz,2025/1/1,1295,130,0,4,0,0,0,0,0,7,TRUE,2025/4/1,Engaged
storybookjs/storybook,Sidnioulz,2025/2/1,105,44,1,6,0,0,22,6,1,7,TRUE,2025/4/1,Engaged
storybookjs/storybook,Sidnioulz,2025/3/1,23,237,0,6,1,0,0,0,0,7,TRUE,2025/4/1,Engaged
storybookjs/storybook,Sidnioulz,2025/4/1,874,522,0,3,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
huggingface/transformers,SilverSoldier,2024/11/1,0,0,0,0,1,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,SilverSoldier,2024/12/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
huggingface/transformers,SilverSoldier,2025/1/1,1,1,0,1,1,2,0,0,0,5,TRUE,2025/4/1,Engaged
huggingface/transformers,SilverSoldier,2025/2/1,31,20,0,1,0,0,0,0,0,5,TRUE,2025/4/1,Engaged
huggingface/transformers,SilverSoldier,2025/4/1,0,0,0,0,1,0,0,0,0,5,TRUE,2025/4/1,Engaged
vitejs/vite,Simon-He95,2024/6/1,9,10,0,1,0,2,0,0,0,3,TRUE,2024/11/1,Disengaged
rollup/rollup,Simon-He95,2024/7/1,22,16,0,2,0,2,0,0,0,3,TRUE,2024/11/1,Disengaged
vitejs/vite,Simon-He95,2024/11/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/11/1,Disengaged
go-gitea/gitea,SimonPistache,2024/7/1,0,0,0,0,0,2,0,0,0,6,TRUE,2025/3/1,Engaged
go-gitea/gitea,SimonPistache,2024/8/1,7,2,0,1,0,0,0,0,0,6,TRUE,2025/3/1,Engaged
go-gitea/gitea,SimonPistache,2024/9/1,5,3,0,1,0,0,0,0,0,6,TRUE,2025/3/1,Engaged
go-gitea/gitea,SimonPistache,2024/11/1,0,0,0,0,0,1,0,0,0,6,TRUE,2025/3/1,Engaged
go-gitea/gitea,SimonPistache,2024/12/1,3,5,0,1,0,0,0,0,0,6,TRUE,2025/3/1,Engaged
go-gitea/gitea,SimonPistache,2025/3/1,3,3,0,1,0,1,0,0,0,6,TRUE,2025/3/1,Engaged
godotengine/godot,SkanerSoft,2024/5/1,0,0,0,0,1,0,0,0,0,6,TRUE,2025/2/1,Disengaged
godotengine/godot,SkanerSoft,2024/6/1,0,0,0,0,1,0,0,0,0,6,TRUE,2025/2/1,Disengaged
godotengine/godot,SkanerSoft,2024/7/1,0,0,0,0,2,0,0,0,0,6,TRUE,2025/2/1,Disengaged
godotengine/godot,SkanerSoft,2024/12/1,0,0,0,0,1,0,0,0,0,6,TRUE,2025/2/1,Disengaged
godotengine/godot,SkanerSoft,2025/1/1,0,0,0,0,1,0,0,0,0,6,TRUE,2025/2/1,Disengaged
godotengine/godot,SkanerSoft,2025/2/1,0,0,0,0,1,0,0,0,0,6,TRUE,2025/2/1,Disengaged
apache/superset,SkinnyPigeon,2024/4/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
apache/superset,SkinnyPigeon,2024/5/1,36,0,0,1,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
apache/superset,SkinnyPigeon,2024/6/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
apache/superset,SkinnyPigeon,2025/2/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
apache/superset,SkinnyPigeon,2025/3/1,4,1,0,1,0,0,0,0,0,5,TRUE,2025/3/1,Engaged
vercel/next.js,Skn0tt,2024/2/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/4/1,Engaged
angular/angular,Skn0tt,2024/9/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
rollup/rollup,Skn0tt,2025/4/1,32,4,0,1,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/2/1,0,0,5,0,0,11,38,11,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/3/1,0,0,0,0,0,6,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/4/1,0,0,1,0,0,13,63,38,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/5/1,0,0,0,0,0,8,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/6/1,0,0,2,0,0,14,81,25,2,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/7/1,0,0,0,0,0,7,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/8/1,0,0,0,0,0,15,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/9/1,0,0,2,0,0,8,55,33,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/10/1,0,0,0,0,0,11,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/11/1,0,0,0,0,0,13,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2024/12/1,0,0,0,0,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2025/1/1,0,0,0,0,0,20,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2025/2/1,0,0,0,0,0,20,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2025/3/1,0,0,0,0,0,7,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,Skylion007,2025/4/1,18,19,0,6,0,8,0,0,0,15,TRUE,2025/4/1,Engaged
grafana/grafana,Slach,2024/2/1,34,1,0,1,0,0,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,Slach,2024/3/1,0,0,0,0,1,0,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,Slach,2024/4/1,0,0,0,0,0,1,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,Slach,2024/5/1,0,0,0,0,0,1,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,Slach,2024/7/1,0,0,0,0,1,0,0,0,0,6,TRUE,2024/11/1,Disengaged
grafana/grafana,Slach,2024/11/1,0,0,2,0,0,0,13,7,1,6,TRUE,2024/11/1,Disengaged
NationalSecurityAgency/ghidra,Sleigh-InSPECtor,2024/4/1,270,270,0,1,0,16,0,0,0,3,TRUE,2024/8/1,Disengaged
NationalSecurityAgency/ghidra,Sleigh-InSPECtor,2024/5/1,95,75,0,16,0,62,0,0,0,3,TRUE,2024/8/1,Disengaged
NationalSecurityAgency/ghidra,Sleigh-InSPECtor,2024/8/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/8/1,Disengaged
scikit-learn/scikit-learn,SmartManoj,2024/10/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
huggingface/transformers,SmartManoj,2025/1/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
huggingface/transformers,SmartManoj,2025/2/1,1,1,0,1,0,0,0,0,0,5,TRUE,2025/4/1,Engaged
browser-use/browser-use,SmartManoj,2025/3/1,80,17,27,7,0,6,97,31,5,5,TRUE,2025/4/1,Engaged
browser-use/browser-use,SmartManoj,2025/4/1,0,0,9,0,0,0,26,6,2,5,TRUE,2025/4/1,Engaged
nuxt/nuxt,Smef,2024/5/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
nuxt/nuxt,Smef,2024/6/1,7,5,0,1,0,2,0,0,0,3,TRUE,2024/12/1,Disengaged
nuxt/nuxt,Smef,2024/12/1,203,0,0,1,0,0,0,0,0,3,TRUE,2024/12/1,Disengaged
ClickHouse/ClickHouse,SmitaRKulkarni,2024/2/1,0,0,0,0,0,4,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2024/3/1,0,0,0,0,0,5,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2024/4/1,0,0,0,0,0,4,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2024/5/1,0,0,0,0,0,3,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2024/6/1,0,0,0,0,0,5,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2024/11/1,0,0,0,0,0,1,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2024/12/1,0,0,0,0,0,2,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2025/1/1,0,0,0,0,0,3,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2025/2/1,0,0,0,0,0,2,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2025/3/1,0,0,0,0,0,3,0,0,0,11,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,SmitaRKulkarni,2025/4/1,205,50,0,10,0,2,0,0,0,11,TRUE,2025/4/1,Engaged
saltstack/salt,SndR85,2024/8/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
saltstack/salt,SndR85,2025/1/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
saltstack/salt,SndR85,2025/3/1,665,700,0,4,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
godotengine/godot,Snowdaw,2024/8/1,0,0,0,0,2,0,0,0,0,3,TRUE,2025/4/1,Engaged
godotengine/godot,Snowdaw,2024/10/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
godotengine/godot,Snowdaw,2025/4/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/4/1,Engaged
streamlit/streamlit,Socvest,2024/8/1,0,0,2,0,0,0,11,2,1,3,TRUE,2024/10/1,Disengaged
streamlit/streamlit,Socvest,2024/9/1,0,0,8,0,0,0,22,6,2,3,TRUE,2024/10/1,Disengaged
streamlit/streamlit,Socvest,2024/10/1,0,0,1,0,0,0,11,4,1,3,TRUE,2024/10/1,Disengaged
godotengine/godot,SomeRanDev,2024/7/1,157,8,0,1,0,2,0,0,0,4,TRUE,2025/4/1,Engaged
godotengine/godot,SomeRanDev,2024/8/1,121,20,0,1,0,2,0,0,0,4,TRUE,2025/4/1,Engaged
godotengine/godot,SomeRanDev,2025/1/1,0,0,0,0,1,0,0,0,0,4,TRUE,2025/4/1,Engaged
godotengine/godot,SomeRanDev,2025/4/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
hashicorp/vagrant,Soot3,2025/2/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
apache/airflow,Soot3,2025/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
hashicorp/vagrant,Soot3,2025/3/1,3,3,0,1,0,0,0,0,0,3,TRUE,2025/4/1,Engaged
apache/airflow,Soot3,2025/4/1,73,8,0,1,0,0,0,0,0,3,TRUE,2025/4/1,Engaged
go-gitea/gitea,SoulSeekkor,2024/3/1,0,0,9,0,0,0,44,8,1,7,TRUE,2025/1/1,Disengaged
go-gitea/gitea,SoulSeekkor,2024/5/1,0,0,2,0,0,0,44,8,1,7,TRUE,2025/1/1,Disengaged
go-gitea/gitea,SoulSeekkor,2024/6/1,0,0,1,0,0,0,44,8,1,7,TRUE,2025/1/1,Disengaged
go-gitea/gitea,SoulSeekkor,2024/7/1,0,0,1,0,0,0,44,8,1,7,TRUE,2025/1/1,Disengaged
go-gitea/gitea,SoulSeekkor,2024/9/1,0,0,1,0,0,0,44,8,1,7,TRUE,2025/1/1,Disengaged
go-gitea/gitea,SoulSeekkor,2024/10/1,0,0,2,0,0,0,28,5,1,7,TRUE,2025/1/1,Disengaged
go-gitea/gitea,SoulSeekkor,2025/1/1,0,0,1,0,0,0,44,8,1,7,TRUE,2025/1/1,Disengaged
prometheus/prometheus,Spaceman1701,2024/2/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/6/1,Disengaged
prometheus/prometheus,Spaceman1701,2024/3/1,0,0,3,0,0,0,10,3,1,3,TRUE,2024/6/1,Disengaged
prometheus/prometheus,Spaceman1701,2024/6/1,0,0,1,0,0,0,10,3,1,3,TRUE,2024/6/1,Disengaged
godotengine/godot,Spartan322,2024/4/1,0,0,0,0,1,0,0,0,0,5,TRUE,2025/1/1,Disengaged
godotengine/godot,Spartan322,2024/10/1,0,0,0,0,0,2,0,0,0,5,TRUE,2025/1/1,Disengaged
godotengine/godot,Spartan322,2024/11/1,9,0,0,1,0,2,0,0,0,5,TRUE,2025/1/1,Disengaged
godotengine/godot,Spartan322,2024/12/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/1/1,Disengaged
godotengine/godot,Spartan322,2025/1/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/1/1,Disengaged
godotengine/godot,Splizard,2024/5/1,0,0,0,0,1,1,0,0,0,3,TRUE,2025/4/1,Engaged
godotengine/godot,Splizard,2025/2/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
godotengine/godot,Splizard,2025/4/1,6,2,0,1,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
godotengine/godot,SpockBauru,2024/5/1,0,0,2,0,0,0,33,11,1,4,TRUE,2025/3/1,Engaged
godotengine/godot,SpockBauru,2024/12/1,0,0,6,0,0,0,41,7,1,4,TRUE,2025/3/1,Engaged
godotengine/godot,SpockBauru,2025/1/1,0,0,0,0,1,0,0,0,0,4,TRUE,2025/3/1,Engaged
godotengine/godot,SpockBauru,2025/3/1,0,0,1,0,0,0,41,7,1,4,TRUE,2025/3/1,Engaged
huggingface/transformers,Ssukriti,2024/12/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
huggingface/transformers,Ssukriti,2025/3/1,37,2,0,1,1,2,0,0,0,3,TRUE,2025/4/1,Engaged
huggingface/transformers,Ssukriti,2025/4/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
pandas-dev/pandas,St0rmie,2024/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/6/1,Disengaged
pandas-dev/pandas,St0rmie,2024/5/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/6/1,Disengaged
pandas-dev/pandas,St0rmie,2024/6/1,44,17,0,1,0,0,0,0,0,3,TRUE,2024/6/1,Disengaged
scikit-learn/scikit-learn,StefanieSenger,2024/2/1,1065,288,0,11,0,7,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/3/1,261,32,0,1,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/4/1,477,240,0,3,0,1,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/5/1,711,269,0,4,0,3,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/6/1,83,10,4,1,0,3,31,8,1,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/7/1,208,64,1,5,2,5,22,5,1,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/8/1,0,0,0,0,0,3,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/9/1,0,0,0,0,1,2,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/10/1,102,50,0,2,0,0,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/11/1,54,14,8,3,0,3,31,8,1,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2024/12/1,119,135,0,4,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2025/1/1,496,222,7,6,0,5,126,66,2,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2025/2/1,7,1,8,1,0,2,109,58,1,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2025/3/1,535,149,11,4,0,3,122,66,2,15,TRUE,2025/4/1,Engaged
scikit-learn/scikit-learn,StefanieSenger,2025/4/1,51,34,1,3,0,4,13,8,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,StellarrZ,2024/2/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
pytorch/pytorch,StellarrZ,2024/5/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
pytorch/pytorch,StellarrZ,2024/9/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
pytorch/pytorch,StellarrZ,2024/11/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
pytorch/pytorch,StellarrZ,2025/3/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/3/1,Engaged
