repo,commenter,month,churn_add,churn_del,comment_count,commit_count,issue_count,pr_count,thread_comments_total,thread_participants_total,threads_participated,active_months,active,last_active_month,engagement_label
apache/kafka,wernerdv,2024/12/1,87,186,0,1,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
apache/kafka,wernerdv,2025/1/1,38,124,0,2,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
apache/kafka,wernerdv,2025/2/1,0,0,0,0,0,1,0,0,0,14,TRUE,2025/4/1,Engaged
apache/kafka,wernerdv,2025/3/1,1382,1259,0,2,0,1,0,0,0,14,TRUE,2025/4/1,Engaged
apache/kafka,wernerdv,2025/4/1,2355,2008,0,3,0,3,0,0,0,14,TRUE,2025/4/1,Engaged
godotengine/godot,wheatear-dev,2024/2/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,wheatear-dev,2024/3/1,139,0,0,1,0,1,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,wheatear-dev,2024/4/1,232,0,0,1,0,0,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,wheatear-dev,2024/7/1,137,0,0,1,0,1,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,wheatear-dev,2024/11/1,26,1,0,1,0,2,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,wheatear-dev,2025/1/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,wheatear-dev,2025/3/1,4,1,0,1,0,1,0,0,0,7,TRUE,2025/3/1,Engaged
pandas-dev/pandas,whitphx,2024/6/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/4/1,Engaged
streamlit/streamlit,whitphx,2024/7/1,95,15,0,1,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
streamlit/streamlit,whitphx,2025/4/1,10,17,0,1,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2024/2/1,0,0,2,0,0,2,7,3,1,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2024/3/1,0,0,4,0,1,2,15,8,2,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2024/4/1,0,0,2,0,0,2,16,7,2,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2024/6/1,0,0,1,0,0,0,8,6,1,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2024/8/1,0,0,2,0,0,0,20,3,1,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2024/11/1,0,0,1,0,0,0,15,3,1,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2024/12/1,0,0,7,0,0,0,15,3,1,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2025/3/1,0,0,2,0,0,0,7,2,1,9,TRUE,2025/4/1,Engaged
saltstack/salt,whytewolf,2025/4/1,0,0,1,0,0,0,7,2,1,9,TRUE,2025/4/1,Engaged
saltstack/salt,willchenmark,2024/10/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/1/1,Disengaged
saltstack/salt,willchenmark,2024/12/1,0,0,1,0,0,0,10,6,1,3,TRUE,2025/1/1,Disengaged
saltstack/salt,willchenmark,2025/1/1,12,0,2,1,0,1,10,6,1,3,TRUE,2025/1/1,Disengaged
streamlit/streamlit,willhuang1997,2024/2/1,63,40,0,1,0,3,0,0,0,5,TRUE,2024/6/1,Disengaged
streamlit/streamlit,willhuang1997,2024/3/1,235,207,6,9,0,22,48,17,2,5,TRUE,2024/6/1,Disengaged
streamlit/streamlit,willhuang1997,2024/4/1,2567,833,0,7,0,23,0,0,0,5,TRUE,2024/6/1,Disengaged
streamlit/streamlit,willhuang1997,2024/5/1,1880,280,0,5,0,6,0,0,0,5,TRUE,2024/6/1,Disengaged
streamlit/streamlit,willhuang1997,2024/6/1,584,963,0,8,0,7,0,0,0,5,TRUE,2024/6/1,Disengaged
go-gitea/gitea,william-allspice,2024/8/1,11,7,0,1,0,4,0,0,0,3,TRUE,2024/11/1,Disengaged
go-gitea/gitea,william-allspice,2024/9/1,47,6,0,1,0,0,0,0,0,3,TRUE,2024/11/1,Disengaged
go-gitea/gitea,william-allspice,2024/11/1,11,8,0,1,0,1,0,0,0,3,TRUE,2024/11/1,Disengaged
scikit-learn/scikit-learn,williambdean,2024/4/1,172,73,0,1,0,1,0,0,0,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2024/5/1,246,39,3,1,0,1,11,2,1,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2024/6/1,60,40,3,2,0,3,13,4,2,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2024/7/1,501,210,0,1,1,0,0,0,0,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2024/8/1,0,0,2,0,0,0,5,3,1,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2024/9/1,0,0,1,0,0,0,2,2,1,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2024/10/1,19,0,0,1,0,1,0,0,0,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2025/1/1,1,1,1,1,1,3,2,2,1,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2025/2/1,57,343,1,3,0,2,2,2,1,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2025/3/1,220,1,2,2,0,1,4,2,1,11,TRUE,2025/4/1,Engaged
pymc-devs/pymc,williambdean,2025/4/1,20,10,2,1,0,2,4,4,2,11,TRUE,2025/4/1,Engaged
apache/spark,williamhyun,2024/5/1,4,4,0,1,0,1,0,0,0,4,TRUE,2025/1/1,Disengaged
apache/spark,williamhyun,2024/7/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/1/1,Disengaged
apache/spark,williamhyun,2024/8/1,1,0,0,1,0,1,0,0,0,4,TRUE,2025/1/1,Disengaged
apache/spark,williamhyun,2025/1/1,6,5,0,2,0,2,0,0,0,4,TRUE,2025/1/1,Disengaged
pytorch/pytorch,williamwen42,2024/2/1,0,0,0,0,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/3/1,0,0,11,0,0,18,51,4,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/4/1,0,0,0,0,1,26,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/5/1,0,0,0,0,0,32,0,0,0,15,TRUE,2025/4/1,Engaged
huggingface/transformers,williamwen42,2024/6/1,0,0,0,0,0,1,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/6/1,0,0,1,0,0,4,51,4,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/7/1,0,0,0,0,0,25,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/8/1,0,0,0,0,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/9/1,0,0,0,0,0,8,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/10/1,0,0,0,0,0,16,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/11/1,0,0,0,0,0,22,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2024/12/1,0,0,1,0,0,19,24,14,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2025/1/1,0,0,0,0,0,9,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2025/2/1,0,0,0,0,0,13,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2025/3/1,0,0,0,0,0,9,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,williamwen42,2025/4/1,1739,254,0,11,0,10,0,0,0,15,TRUE,2025/4/1,Engaged
huggingface/transformers,win2dvp21,2024/7/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
huggingface/transformers,win2dvp21,2024/8/1,140,2,0,1,0,0,0,0,0,3,TRUE,2024/10/1,Disengaged
huggingface/transformers,win2dvp21,2024/10/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
huggingface/transformers,windsonsea,2024/2/1,1033,345,0,4,0,4,0,0,0,3,TRUE,2024/4/1,Disengaged
huggingface/transformers,windsonsea,2024/3/1,288,48,0,3,0,4,0,0,0,3,TRUE,2024/4/1,Disengaged
huggingface/transformers,windsonsea,2024/4/1,31,31,0,1,0,0,0,0,0,3,TRUE,2024/4/1,Disengaged
huggingface/transformers,winglian,2024/4/1,7,6,0,1,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,winglian,2024/5/1,0,0,2,0,0,0,35,14,1,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2024/6/1,4,1,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2024/7/1,12,1,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2024/8/1,15,0,0,1,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2024/9/1,139,1,0,2,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2024/10/1,5,0,0,1,0,0,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2024/11/1,17,2,0,2,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2024/12/1,34,33,0,2,0,6,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2025/1/1,2,0,0,1,1,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2025/2/1,0,0,0,0,1,0,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2025/3/1,0,0,0,0,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
pylint-dev/pylint,winglian,2025/3/1,4,56,0,2,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winglian,2025/4/1,18,14,0,7,2,12,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,winstxnhdw,2024/3/1,1,1,0,1,0,1,0,0,0,4,TRUE,2025/2/1,Disengaged
huggingface/transformers,winstxnhdw,2024/9/1,0,0,0,0,0,2,0,0,0,4,TRUE,2025/2/1,Disengaged
huggingface/transformers,winstxnhdw,2024/10/1,4,7,0,1,0,1,0,0,0,4,TRUE,2025/2/1,Disengaged
huggingface/transformers,winstxnhdw,2025/2/1,0,0,0,0,1,1,0,0,0,4,TRUE,2025/2/1,Disengaged
grafana/grafana,witekest,2024/7/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
prometheus/prometheus,witekest,2024/7/1,0,0,0,0,0,2,0,0,0,3,TRUE,2025/4/1,Engaged
grafana/grafana,witekest,2025/2/1,0,0,0,0,0,6,0,0,0,3,TRUE,2025/4/1,Engaged
prometheus/prometheus,witekest,2025/4/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
pytorch/pytorch,wizzniu,2024/4/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,wizzniu,2024/5/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,wizzniu,2024/7/1,0,0,0,0,0,2,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,wizzniu,2024/8/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,wizzniu,2025/4/1,11,7,0,2,0,2,0,0,0,5,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2024/4/1,4,7,0,2,0,2,0,0,0,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2024/5/1,17,15,0,3,0,3,0,0,0,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2024/6/1,2,2,0,2,0,2,0,0,0,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2024/7/1,3,3,0,2,0,2,0,0,0,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2024/12/1,1,1,0,1,0,1,0,0,0,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2025/1/1,12,8,4,2,0,2,17,5,1,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2025/2/1,2,2,1,1,0,1,17,5,1,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2025/3/1,4,2,0,3,0,3,0,0,0,9,TRUE,2025/4/1,Engaged
pandas-dev/pandas,wjandrea,2025/4/1,1,1,0,1,0,1,0,0,0,9,TRUE,2025/4/1,Engaged
grafana/grafana,wjordan,2024/2/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
hashicorp/consul,wjordan,2024/6/1,1,1,0,1,0,2,0,0,0,3,TRUE,2025/3/1,Engaged
grafana/grafana,wjordan,2025/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
Langgenius/dify,wlrnet,2024/8/1,443,41,0,2,0,2,0,0,0,3,TRUE,2024/11/1,Disengaged
Langgenius/dify,wlrnet,2024/9/1,161,113,0,1,0,1,0,0,0,3,TRUE,2024/11/1,Disengaged
Langgenius/dify,wlrnet,2024/11/1,320,48,0,1,0,1,0,0,0,3,TRUE,2024/11/1,Disengaged
vitejs/vite,wmertens,2024/3/1,4,1,4,1,0,1,10,3,1,7,TRUE,2025/4/1,Engaged
vitejs/vite,wmertens,2024/6/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
vitejs/vite,wmertens,2024/10/1,0,0,1,0,0,0,9,3,1,7,TRUE,2025/4/1,Engaged
vitejs/vite,wmertens,2024/11/1,0,0,1,0,0,0,9,3,1,7,TRUE,2025/4/1,Engaged
rollup/rollup,wmertens,2025/2/1,0,0,2,0,0,0,6,2,1,7,TRUE,2025/4/1,Engaged
rollup/rollup,wmertens,2025/3/1,0,0,3,0,0,1,6,2,1,7,TRUE,2025/4/1,Engaged
rollup/rollup,wmertens,2025/4/1,636,397,1,1,0,0,2,2,1,7,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2024/3/1,49,14,0,2,0,3,0,0,0,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2024/4/1,673,167,0,7,0,8,0,0,0,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2024/5/1,16,15,0,1,0,3,0,0,0,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2024/6/1,417,82,2,5,0,4,37,10,1,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2024/10/1,7,9,0,1,0,1,0,0,0,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2024/11/1,0,0,0,0,0,2,0,0,0,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2025/1/1,4,36,0,1,0,2,0,0,0,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2025/3/1,166,71,0,2,0,1,0,0,0,9,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,wojtek-t,2025/4/1,6,29,0,1,0,5,0,0,0,9,TRUE,2025/4/1,Engaged
nuxt/nuxt,wokalek,2024/3/1,0,0,1,0,0,0,77,47,1,3,TRUE,2024/10/1,Disengaged
nuxt/nuxt,wokalek,2024/7/1,0,0,2,0,0,0,23,12,1,3,TRUE,2024/10/1,Disengaged
nuxt/nuxt,wokalek,2024/10/1,0,0,1,0,0,0,23,12,1,3,TRUE,2024/10/1,Disengaged
tensorflow/tensorflow,wokron,2024/10/1,0,0,0,0,0,2,0,0,0,3,TRUE,2025/3/1,Engaged
tensorflow/tensorflow,wokron,2025/1/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
tensorflow/tensorflow,wokron,2025/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
go-gitea/gitea,wolfbeast,2025/1/1,0,0,4,0,0,0,28,4,1,4,TRUE,2025/4/1,Engaged
go-gitea/gitea,wolfbeast,2025/2/1,0,0,1,0,0,0,28,4,1,4,TRUE,2025/4/1,Engaged
go-gitea/gitea,wolfbeast,2025/3/1,0,0,5,0,0,0,28,4,1,4,TRUE,2025/4/1,Engaged
go-gitea/gitea,wolfbeast,2025/4/1,0,0,4,0,0,0,28,4,1,4,TRUE,2025/4/1,Engaged
go-gitea/gitea,wolfogre,2024/2/1,35,70,0,6,0,10,0,0,0,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2024/3/1,426,83,2,8,0,7,19,6,1,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2024/4/1,51,31,0,3,0,4,0,0,0,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2024/5/1,3,27,0,2,0,3,0,0,0,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2024/7/1,107,69,0,7,0,12,0,0,0,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2024/8/1,2024,236,0,14,0,10,0,0,0,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2024/9/1,22,32,0,4,0,4,0,0,0,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2024/11/1,0,0,1,0,0,0,18,13,1,9,TRUE,2025/2/1,Disengaged
go-gitea/gitea,wolfogre,2025/2/1,748,381,1,2,0,2,30,3,1,9,TRUE,2025/2/1,Disengaged
tensorflow/tensorflow,wonjeon,2025/1/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
tensorflow/tensorflow,wonjeon,2025/2/1,0,0,0,0,0,4,0,0,0,4,TRUE,2025/4/1,Engaged
tensorflow/tensorflow,wonjeon,2025/3/1,0,0,0,0,0,5,0,0,0,4,TRUE,2025/4/1,Engaged
tensorflow/tensorflow,wonjeon,2025/4/1,25,15,0,4,0,4,0,0,0,4,TRUE,2025/4/1,Engaged
pytorch/pytorch,wschin,2024/2/1,0,0,0,0,0,3,0,0,0,4,TRUE,2025/3/1,Engaged
pytorch/pytorch,wschin,2024/3/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/3/1,Engaged
pytorch/pytorch,wschin,2025/2/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/3/1,Engaged
pytorch/pytorch,wschin,2025/3/1,0,0,0,0,1,2,0,0,0,4,TRUE,2025/3/1,Engaged
ClickHouse/ClickHouse,wudidapaopao,2024/5/1,0,0,0,0,0,2,0,0,0,4,TRUE,2025/2/1,Disengaged
ClickHouse/ClickHouse,wudidapaopao,2024/6/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/2/1,Disengaged
ClickHouse/ClickHouse,wudidapaopao,2024/12/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/2/1,Disengaged
ClickHouse/ClickHouse,wudidapaopao,2025/2/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/2/1,Disengaged
apache/superset,wugeer,2024/6/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
apache/superset,wugeer,2024/9/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
apache/superset,wugeer,2024/10/1,136,7,0,2,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
Langgenius/dify,wupeisheng,2024/9/1,0,0,2,0,0,0,33,16,1,4,TRUE,2025/3/1,Engaged
Langgenius/dify,wupeisheng,2024/10/1,0,0,1,0,0,0,33,16,1,4,TRUE,2025/3/1,Engaged
Langgenius/dify,wupeisheng,2025/2/1,0,0,4,0,0,0,33,16,1,4,TRUE,2025/3/1,Engaged
Langgenius/dify,wupeisheng,2025/3/1,0,0,2,0,0,0,33,16,1,4,TRUE,2025/3/1,Engaged
open-mmlab/mmdetection,wuying-541,2024/7/1,0,0,1,0,0,0,3,2,1,3,TRUE,2025/4/1,Engaged
open-mmlab/mmdetection,wuying-541,2024/8/1,0,0,1,0,0,0,3,2,1,3,TRUE,2025/4/1,Engaged
open-mmlab/mmdetection,wuying-541,2025/4/1,0,0,1,0,0,0,3,2,1,3,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/2/1,2334,1574,12,35,0,50,48,8,2,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/3/1,2942,2423,13,59,0,67,51,12,2,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/4/1,8906,7521,24,53,0,60,49,7,2,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/5/1,2130,1550,7,37,0,43,66,14,2,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/6/1,3273,2544,12,29,0,37,66,14,2,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/7/1,220,227,0,2,0,4,0,0,0,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/8/1,4,2,7,1,0,1,77,15,2,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/9/1,79,185,0,2,0,4,0,0,0,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/10/1,1338,1405,1,11,0,14,31,5,1,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/11/1,8538,8282,5,44,0,52,81,34,3,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2024/12/1,8324,6832,11,67,0,74,39,4,1,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2025/1/1,6369,5851,27,61,0,82,178,49,7,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2025/2/1,5782,5680,37,26,0,32,153,26,6,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2025/3/1,32831,73035,18,48,0,62,152,38,6,15,TRUE,2025/4/1,Engaged
go-gitea/gitea,wxiaoguang,2025/4/1,2363,2088,7,27,0,32,100,22,4,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,wxybear,2024/5/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,wxybear,2024/8/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,wxybear,2024/10/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,wxybear,2024/11/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,wxybear,2025/1/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,wxybear,2025/3/1,0,0,0,0,0,3,0,0,0,7,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,wxybear,2025/4/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/2/1,0,0,1,0,0,2,9,6,1,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/3/1,232,31,3,4,0,3,42,25,3,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/4/1,2373,102,4,2,0,2,27,15,4,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/5/1,163,102,3,6,0,10,23,9,2,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/6/1,0,0,4,0,0,0,35,12,2,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/7/1,3,1,2,1,0,2,24,13,2,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/8/1,728,14,5,3,0,6,51,22,3,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/9/1,569,83,8,2,0,1,50,32,7,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/10/1,557,600,10,8,0,14,64,36,7,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/11/1,68,31,3,3,0,6,36,19,3,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2024/12/1,99,6,12,2,0,11,68,34,8,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2025/1/1,301,303,5,5,0,9,36,19,4,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2025/2/1,5,5,6,1,0,0,32,17,5,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2025/3/1,435,78,7,11,0,11,30,12,3,15,TRUE,2025/4/1,Engaged
goharbor/harbor,wy65701436,2025/4/1,38,28,3,7,0,20,20,8,2,15,TRUE,2025/4/1,Engaged
godotengine/godot,wyattbiker,2024/4/1,0,0,0,0,2,0,0,0,0,3,TRUE,2024/8/1,Disengaged
godotengine/godot,wyattbiker,2024/5/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/8/1,Disengaged
godotengine/godot,wyattbiker,2024/8/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/8/1,Disengaged
vercel/next.js,wyattjoh,2024/2/1,227,69,0,1,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/3/1,260,32,0,3,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/4/1,27710,27108,0,9,0,11,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/5/1,1476,763,0,13,0,29,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/6/1,1455,1200,0,10,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/7/1,27,31,0,1,0,4,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/8/1,2842,1078,0,7,0,9,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/9/1,975,448,0,10,0,14,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/10/1,3494,1904,0,10,0,13,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/11/1,1682,1226,0,7,0,8,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2024/12/1,2171,1269,0,12,0,11,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2025/1/1,2322,829,0,12,0,13,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2025/2/1,804,305,0,5,0,4,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2025/3/1,85,29,0,2,0,3,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,wyattjoh,2025/4/1,806,162,0,6,0,7,0,0,0,15,TRUE,2025/4/1,Engaged
altair-viz/altair,wyattscarpenter,2024/4/1,0,0,1,0,1,0,4,2,1,6,TRUE,2025/3/1,Engaged
altair-viz/altair,wyattscarpenter,2024/5/1,0,0,1,0,0,0,4,2,1,6,TRUE,2025/3/1,Engaged
streamlit/streamlit,wyattscarpenter,2024/5/1,0,0,2,0,0,0,8,5,1,6,TRUE,2025/3/1,Engaged
streamlit/streamlit,wyattscarpenter,2024/7/1,5,8,0,2,0,3,0,0,0,6,TRUE,2025/3/1,Engaged
streamlit/streamlit,wyattscarpenter,2024/8/1,107,182,0,6,0,6,0,0,0,6,TRUE,2025/3/1,Engaged
